Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Rua;lat;lon
Leblon;2;1;2;93;5900.0;1240.0;320.0;Rua das Laranjeiras, 542;-22.977846;-43.229213
Recreio dos Bandeirantes;2;0;0;73;1250.0;788.0;0.0;Avenida das Acácias, 1158;-23.024453;-43.466473
Botafogo;3;1;0;110;2500.0;1300.0;0.0;Rua São João Batista, 695;-22.957674;-43.18724
Méier;2;1;0;60;1500.0;550.0;13.0;Rua Álvaro Ramos, 289;-22.907232;-43.28113
Recreio dos Bandeirantes;4;2;3;160;3500.0;900.0;372.0;Rua Real Grandeza, 778;-23.021124;-43.468543
Copacabana;1;0;0;57;2000.0;620.0;79.0;Rua Voluntários da Pátria, 457;-22.966571;-43.186736
Recreio dos Bandeirantes;3;2;3;269;3700.0;767.0;6297.0;Rua Aristides Espínola, 375;-23.025025;-43.468817
Barra da Tijuca;4;4;2;330;7900.0;1913.0;683.0;Rua do Sacopã, 1277;-23.009483;-43.366034
Copacabana;3;0;0;120;2300.0;1900.0;2362.0;Rua Timóteo da Costa, 1025;-22.9683;-43.181505
Barra da Tijuca;4;3;2;145;5000.0;1550.0;500.0;Rua Ataulfo de Paiva, 482;-23.007688;-43.364391
Vila da Penha;2;0;1;100;1400.0;200.0;363.0;Rua dos Ipês, 144;-22.837552;-43.312422
Copacabana;3;0;0;120;3000.0;780.0;220.0;Rua dos Ipês, 555;-22.969105;-43.177812
Botafogo;2;1;1;80;4000.0;1.0;0.0;Avenida Bartolomeu Mitre, 745;-22.957316;-43.192344
Itanhangá;2;1;0;54;800.0;763.0;27.0;Avenida Marquês de Abrantes, 385;-22.992534;-43.309501
Copacabana;1;0;0;41;1200.0;430.0;0.0;Rua Bolívar, 1028;-22.968391;-43.184795
Centro;2;0;0;69;1600.0;352.0;438.0;Rua das Flores, 1121;-22.91278;-43.170791
Barra da Tijuca;5;2;4;200;5890.0;2300.0;290.0;Rua Uruguai, 1058;-23.001263;-43.362311
Laranjeiras;2;0;0;54;1800.0;550.0;30.0;Rua das Camélias, 1222;-22.927818;-43.188788
Ipanema;1;1;0;51;2800.0;635.0;100.0;Rua Marquês de Abrantes, 65;-22.987875;-43.207673
Jardim Oceânico;3;2;1;170;4700.0;1500.0;500.0;Rua das Acácias, 1315;-23.007955;-43.311889
Engenho Novo;2;1;1;50;980.0;486.0;0.0;Avenida Mena Barreto, 294;-22.909947;-43.26893
Barra da Tijuca;4;2;4;206;6900.0;2681.0;612.0;Rua Vinícius de Moraes, 122;-23.000644;-43.370051
Recreio dos Bandeirantes;3;0;1;79;2500.0;796.0;0.0;Avenida General San Martin, 1472;-23.022065;-43.462913
Barra da Tijuca;4;2;2;168;5000.0;2070.0;5100.0;Rua Barata Ribeiro, 1369;-23.002436;-43.361771
Barra da Tijuca;3;1;1;98;2400.0;1380.0;150.0;Rua Álvaro Ramos, 750;-23.002775;-43.360397
Barra da Tijuca;2;2;2;112;4000.0;1400.0;300.0;Rua das Flores, 1467;-23.001742;-43.368567
Barra da Tijuca;2;1;1;70;2200.0;780.0;100.0;Rua das Laranjeiras, 602;-23.005285;-43.368818
Ipanema;3;1;1;140;7300.0;2900.0;500.0;Avenida Uruguai, 981;-22.982323;-43.204524
Leblon;2;0;0;70;3500.0;762.0;234.0;Avenida das Camélias, 334;-22.981401;-43.226638
Grajaú;2;0;0;61;1600.0;312.0;51.0;Avenida Barata Ribeiro, 462;-22.935523;-43.244921
Leblon;3;1;0;140;10000.0;2000.0;500.0;Rua Prudente de Morais, 437;-22.981698;-43.224896
Barra da Tijuca;1;1;0;55;2100.0;1200.0;0.0;Rua Ataulfo de Paiva, 773;-23.008868;-43.364408
Lagoa;1;1;0;46;2500.0;953.0;0.0;Rua do Sacopã, 1350;-22.979016;-43.198337
Barra da Tijuca;1;1;0;50;1600.0;950.0;100.0;Avenida Álvaro Ramos, 503;-23.009189;-43.363526
Catumbi;2;1;0;46;1150.0;170.0;0.0;Rua das Flores, 676;-22.917358;-43.19892
Laranjeiras;2;2;1;65;2448.0;1254.0;146.0;Rua Timóteo da Costa, 89;-22.935788;-43.188445
Barra da Tijuca;2;1;1;69;2500.0;1000.0;180.0;Rua Aristides Espínola, 339;-23.006416;-43.362723
Leblon;3;3;2;200;10500.0;1710.0;0.0;Rua Barata Ribeiro, 68;-22.987392;-43.230489
Barra da Tijuca;4;3;2;303;9000.0;2277.0;16910.0;Avenida Marquês de Abrantes, 330;-23.007225;-43.359062
Botafogo;2;1;0;95;2500.0;870.0;0.0;Avenida Prudente de Morais, 1205;-22.95418;-43.187136
Recreio dos Bandeirantes;3;3;3;185;3200.0;950.0;400.0;Rua São João Batista, 1306;-23.028685;-43.470907
Ipanema;1;0;0;36;2100.0;580.0;25.0;Rua Santa Clara, 241;-22.979215;-43.214312
Lagoa;3;1;0;80;3000.0;720.0;190.0;Rua Barão de Ipanema, 133;-22.973366;-43.198603
Ipanema;3;0;0;165;6900.0;3000.0;769.0;Avenida Timóteo da Costa, 517;-22.982849;-43.210698
Freguesia (Jacarepaguá);2;1;1;70;1500.0;648.0;54.0;Rua Santa Clara, 466;-22.934601;-43.346316
Barra da Tijuca;2;1;0;68;2800.0;1550.0;0.0;Rua Bartolomeu Mitre, 222;-23.010081;-43.367625
Flamengo;2;1;1;90;3000.0;980.0;0.0;Rua São João Batista, 1313;-22.937464;-43.180211
Barra da Tijuca;2;0;1;100;5000.0;2400.0;6000.0;Rua Conde de Bonfim, 1108;-22.999171;-43.370441
Barra da Tijuca;3;2;1;93;2500.0;1450.0;166.0;Rua General Polidoro, 685;-22.998537;-43.366826
Recreio dos Bandeirantes;3;2;1;150;2300.0;600.0;350.0;Rua General San Martin, 374;-23.019921;-43.463657
Vila da Penha;2;0;0;60;1300.0;300.0;0.0;Rua Silva Rabelo, 1006;-22.836676;-43.307946
Barra da Tijuca;4;3;2;245;7000.0;3500.0;700.0;Rua das Camélias, 1165;-23.005697;-43.365258
Humaitá;3;2;1;110;3500.0;1300.0;232.0;Rua das Camélias, 566;-22.94957;-43.196168
Leblon;3;1;1;150;5000.0;1000.0;34.0;Rua Figueiredo Magalhães, 647;-22.988193;-43.226937
Barra da Tijuca;2;1;1;74;1900.0;1300.0;0.0;Rua Santa Clara, 376;-23.008492;-43.366843
Copacabana;2;1;1;156;12000.0;1000.0;250.0;Rua das Acácias, 298;-22.969757;-43.177386
Tijuca;2;0;0;65;1900.0;580.0;87.0;Rua Uruguai, 231;-22.927563;-43.232916
Barra da Tijuca;3;2;1;180;4500.0;1450.0;490.0;Rua Timóteo da Costa, 922;-23.005138;-43.364483
Jardim Botânico;3;2;1;130;5000.0;1200.0;330.0;Avenida General Polidoro, 396;-22.975858;-43.226661
Ipanema;3;2;1;150;7000.0;2200.0;387.0;Rua Silva Rabelo, 1375;-22.982538;-43.21068
Barra da Tijuca;4;4;4;290;16000.0;4900.0;1400.0;Avenida Silva Rabelo, 1121;-23.006381;-43.36816
Ipanema;2;1;1;142;8500.0;2600.0;430.0;Rua São Clemente, 961;-22.981618;-43.215006
Pechincha;2;1;1;60;1000.0;480.0;0.0;Rua Uruguai, 436;-22.922087;-43.344992
Recreio dos Bandeirantes;2;1;1;121;2370.0;890.0;250.0;Rua Vinícius de Moraes, 929;-23.029341;-43.471963
Copacabana;4;1;2;210;15900.0;2200.0;0.0;Rua Voluntários da Pátria, 799;-22.966673;-43.18687
Santa Teresa;2;0;0;74;1600.0;1.0;1.0;Avenida Marquês de Abrantes, 821;-22.923531;-43.18681
Méier;3;1;0;85;1300.0;755.0;70.0;Rua do Sacopã, 1398;-22.903819;-43.274027
Botafogo;2;0;0;60;2600.0;480.0;70.0;Avenida Mena Barreto, 765;-22.95188;-43.186655
Gávea;3;2;1;112;5160.0;1250.0;378.0;Rua das Acácias, 858;-22.977639;-43.23523
Centro;1;0;0;38;900.0;223.0;15.0;Rua General Polidoro, 602;-22.910228;-43.170387
Barra da Tijuca;3;2;1;145;4000.0;2450.0;340.0;Rua São João Batista, 121;-23.010447;-43.365641
Ipanema;4;1;1;201;20000.0;4100.0;1000.0;Rua Real Grandeza, 986;-22.984633;-43.214617
Pechincha;2;2;1;110;1800.0;600.0;132.0;Avenida Voluntários da Pátria, 882;-22.920897;-43.335728
Cachambi;2;0;0;42;880.0;370.0;114.0;Rua Dias Ferreira, 1126;-22.886997;-43.269884
Ipanema;2;0;0;80;5500.0;2000.0;500.0;Rua Mena Barreto, 35;-22.988158;-43.207385
Humaitá;2;1;1;96;3500.0;700.0;150.0;Rua Voluntários da Pátria, 280;-22.958009;-43.190035
Barra da Tijuca;1;2;0;68;1800.0;850.0;207.0;Avenida Prudente de Morais, 1139;-23.00825;-43.365249
Méier;2;1;0;85;1250.0;450.0;60.0;Rua Conde de Bonfim, 699;-22.903558;-43.283395
Barra da Tijuca;4;2;2;140;4900.0;1350.0;830.0;Rua General San Martin, 896;-23.000723;-43.362244
Barra da Tijuca;2;2;1;104;3000.0;1875.0;560.0;Rua Marquês de Abrantes, 1024;-23.005265;-43.364052
Flamengo;3;2;0;240;5500.0;1600.0;550.0;Rua das Laranjeiras, 33;-22.932707;-43.170513
Jardim Guanabara;1;1;1;50;1300.0;250.0;0.0;Rua das Camélias, 833;-22.813764;-43.196793
Méier;2;1;0;66;1000.0;660.0;39.0;Rua Silva Rabelo, 1059;-22.900225;-43.282604
Flamengo;4;0;0;150;4000.0;1240.0;212.0;Rua Aristides Espínola, 626;-22.933865;-43.176974
Lagoa;3;1;1;120;4300.0;750.0;380.0;Rua dos Ipês, 456;-22.972158;-43.198692
Catete;1;0;0;31;1200.0;370.0;0.0;Rua Bartolomeu Mitre, 1241;-22.923513;-43.173618
Méier;1;0;0;47;700.0;435.0;162.0;Rua Mena Barreto, 242;-22.907916;-43.285771
Copacabana;3;0;2;145;4000.0;950.0;0.0;Rua Dias Ferreira, 649;-22.966553;-43.1831
Leblon;3;2;1;195;6400.0;1870.0;460.0;Rua dos Ipês, 987;-22.985062;-43.226882
Ipanema;1;0;0;50;3800.0;450.0;30.0;Rua Uruguai, 1099;-22.988161;-43.206295
Ipanema;4;2;4;520;22000.0;3630.0;1100.0;Rua das Flores, 1424;-22.980133;-43.214096
Leblon;3;1;2;107;6500.0;1240.0;425.0;Rua Prudente de Morais, 425;-22.984243;-43.222937
Ipanema;3;1;2;174;8500.0;2400.0;6000.0;Rua do Sacopã, 1165;-22.983735;-43.204965
Botafogo;2;1;1;85;2700.0;1159.0;184.0;Rua Silva Rabelo, 364;-22.949953;-43.191317
Leblon;2;2;1;94;6700.0;1200.0;320.0;Rua Figueiredo Magalhães, 374;-22.98449;-43.222876
Andaraí;2;2;1;103;1600.0;600.0;108.0;Rua São Clemente, 836;-22.926749;-43.246386
Recreio dos Bandeirantes;2;2;1;114;2600.0;766.0;0.0;Rua das Camélias, 551;-23.027537;-43.464235
Barra da Tijuca;4;3;3;160;8500.0;2300.0;345.0;Rua Uruguai, 517;-23.008703;-43.363838
Botafogo;1;0;0;42;2200.0;400.0;58.0;Rua dos Ipês, 1045;-22.947582;-43.182555
Barra da Tijuca;1;1;0;52;3500.0;2715.0;0.0;Rua Aristides Espínola, 427;-23.005774;-43.359003
Andaraí;3;0;1;97;1650.0;263.0;100.0;Rua Marquês de Abrantes, 726;-22.929795;-43.250175
Engenho Novo;1;1;1;51;850.0;509.0;17.0;Avenida Dias Ferreira, 1190;-22.909249;-43.267224
Vila Valqueire;4;1;4;240;3000.0;350.0;0.0;Rua das Camélias, 1318;-22.894514;-43.360438
Vila da Penha;3;1;1;90;2200.0;250.0;50.0;Avenida Figueiredo Magalhães, 191;-22.836878;-43.311334
Pechincha;2;1;0;77;1400.0;599.0;38.0;Rua Voluntários da Pátria, 703;-22.91641;-43.345099
Ipanema;2;1;1;130;4800.0;1300.0;389.0;Rua das Acácias, 1224;-22.985151;-43.204306
Leblon;4;3;4;256;16000.0;3500.0;600.0;Avenida dos Ipês, 617;-22.980814;-43.222485
Copacabana;3;0;1;140;7800.0;1300.0;198.0;Rua Vinícius de Moraes, 1320;-22.972424;-43.186269
Tijuca;3;1;1;140;1800.0;1147.0;0.0;Rua Bartolomeu Mitre, 732;-22.926007;-43.235904
Barra da Tijuca;3;1;0;80;1700.0;1031.0;2195.0;Rua Álvaro Ramos, 948;-23.0019;-43.36756
Barra da Tijuca;2;2;1;113;3000.0;1920.0;610.0;Rua Ataulfo de Paiva, 239;-23.001049;-43.367989
Ipanema;2;2;2;240;17000.0;2500.0;800.0;Rua Figueiredo Magalhães, 289;-22.985434;-43.206908
Tijuca;3;1;0;140;2300.0;680.0;114.0;Rua Ataulfo de Paiva, 1475;-22.9214;-43.23936
Copacabana;2;0;0;70;2400.0;638.0;149.0;Rua Bolívar, 1176;-22.970722;-43.178592
Praça da Bandeira;3;1;0;68;1800.0;615.0;0.0;Rua São Clemente, 1115;-22.906133;-43.209206
Ipanema;4;2;1;350;16900.0;5000.0;800.0;Rua Timóteo da Costa, 362;-22.986945;-43.203832
Laranjeiras;3;1;0;140;3400.0;1150.0;189.0;Rua Bartolomeu Mitre, 1074;-22.929396;-43.188784
Ipanema;2;1;1;100;7500.0;4600.0;486.0;Rua Vinícius de Moraes, 373;-22.987895;-43.213691
Lagoa;3;2;1;120;8000.0;1660.0;383.0;Rua das Laranjeiras, 484;-22.978772;-43.209489
Barra da Tijuca;2;1;1;95;2200.0;1334.0;257.0;Rua São João Batista, 115;-23.010126;-43.363545
Copacabana;3;0;1;100;3000.0;950.0;2570.0;Rua Barata Ribeiro, 623;-22.973296;-43.177726
Barra da Tijuca;4;3;2;361;8000.0;3068.0;0.0;Avenida São Clemente, 1371;-23.004919;-43.368501
Grajaú;2;2;1;90;2700.0;1713.0;260.0;Rua São João Batista, 249;-22.925872;-43.253913
São Conrado;4;3;4;530;25000.0;15330.0;0.0;Rua Prudente de Morais, 292;-23.002114;-43.263806
Barra da Tijuca;2;1;1;80;2500.0;1224.0;212.0;Rua Conde de Bonfim, 1283;-22.999467;-43.369763
Laranjeiras;2;1;0;80;2000.0;450.0;0.0;Rua Conde de Bonfim, 343;-22.931255;-43.187436
Barra da Tijuca;3;2;1;105;2300.0;1500.0;0.0;Rua Vinícius de Moraes, 926;-23.008479;-43.365346
Botafogo;2;0;1;85;3200.0;700.0;200.0;Rua Ataulfo de Paiva, 258;-22.955282;-43.184745
Recreio dos Bandeirantes;3;2;2;90;1950.0;715.0;154.0;Rua Bartolomeu Mitre, 979;-23.029674;-43.467125
Tijuca;3;1;0;80;1900.0;700.0;60.0;Rua Visconde de Pirajá, 802;-22.923277;-43.235166
Recreio dos Bandeirantes;3;2;1;80;1900.0;650.0;137.0;Rua das Acácias, 443;-23.027748;-43.463685
Bonsucesso;2;0;0;70;1200.0;465.0;0.0;Rua Timóteo da Costa, 661;-22.865621;-43.248259
Barra da Tijuca;2;1;1;73;2700.0;1185.0;207.0;Avenida Santa Clara, 947;-22.999466;-43.360921
Ipanema;3;1;1;160;20000.0;2400.0;661.0;Rua Barata Ribeiro, 489;-22.98218;-43.20829
Copacabana;3;1;0;81;2500.0;1000.0;1736.0;Rua Álvaro Ramos, 1278;-22.969996;-43.187894
Barra da Tijuca;3;3;1;250;3500.0;2600.0;196.0;Rua Voluntários da Pátria, 305;-23.009943;-43.364702
Barra da Tijuca;4;3;4;230;9000.0;2750.0;600.0;Avenida Timóteo da Costa, 1146;-22.999751;-43.368719
Recreio dos Bandeirantes;2;1;1;76;2200.0;812.0;193.0;Rua Prudente de Morais, 602;-23.027311;-43.470591
Méier;2;1;1;70;1300.0;280.0;0.0;Rua São João Batista, 1247;-22.905851;-43.273913
Jacarepaguá;2;1;1;65;1800.0;428.0;0.0;Rua das Camélias, 638;-22.961591;-43.358837
Ipanema;2;1;0;75;3300.0;1000.0;195.0;Avenida Prudente de Morais, 419;-22.983097;-43.214157
Barra da Tijuca;2;1;1;58;1150.0;700.0;91.0;Rua Figueiredo Magalhães, 92;-23.003909;-43.364404
Laranjeiras;3;1;1;150;2700.0;1570.0;180.0;Rua Barata Ribeiro, 225;-22.937677;-43.189766
Barra da Tijuca;3;2;3;105;3300.0;1500.0;270.0;Rua das Palmeiras, 542;-22.999437;-43.364845
Recreio dos Bandeirantes;3;0;1;85;2100.0;791.0;0.0;Rua Barata Ribeiro, 522;-23.026885;-43.466362
Barra da Tijuca;3;2;1;147;3500.0;2249.0;559.0;Avenida Visconde de Pirajá, 342;-23.005067;-43.364931
Copacabana;2;0;0;70;2200.0;770.0;125.0;Rua do Sacopã, 1078;-22.971244;-43.186406
Barra da Tijuca;2;1;1;60;2100.0;733.0;99.0;Rua Uruguai, 86;-23.008406;-43.364024
Tijuca;1;0;0;63;1300.0;725.0;50.0;Rua Aristides Espínola, 630;-22.920503;-43.235037
Copacabana;1;0;0;28;1550.0;478.0;24.0;Rua das Laranjeiras, 1140;-22.965852;-43.184714
Méier;1;0;0;55;850.0;340.0;16.0;Avenida das Laranjeiras, 837;-22.904676;-43.281528
Copacabana;3;1;1;200;7500.0;1600.0;256.0;Avenida Aristides Espínola, 1294;-22.968827;-43.180478
Jardim Botânico;3;2;2;220;4900.0;1910.0;627.0;Rua das Camélias, 925;-22.969941;-43.227165
Copacabana;3;0;1;123;7500.0;1300.0;198.0;Rua Mena Barreto, 439;-22.967194;-43.182794
Barra da Tijuca;2;1;1;68;2200.0;780.0;100.0;Rua Barata Ribeiro, 922;-23.00438;-43.36096
Pechincha;3;1;1;70;1300.0;700.0;85.0;Rua das Laranjeiras, 1390;-22.91556;-43.336467
Curicica;2;1;0;59;1200.0;510.0;13.0;Rua Barata Ribeiro, 764;-22.952582;-43.3821
Barra da Tijuca;4;3;1;240;15000.0;5000.0;0.0;Rua General Polidoro, 835;-23.003028;-43.367318
Pechincha;3;0;0;78;1500.0;726.0;80.0;Rua dos Ipês, 328;-22.917969;-43.347198
Copacabana;2;0;1;83;3000.0;1209.0;204.0;Rua do Sacopã, 271;-22.9661;-43.176481
Ipanema;3;1;1;128;5800.0;1407.0;1137.0;Avenida Aristides Espínola, 755;-22.987166;-43.209867
Recreio dos Bandeirantes;2;1;1;83;2000.0;1750.0;0.0;Rua Conde de Bonfim, 1265;-23.029535;-43.471921
Ipanema;4;3;3;433;26000.0;9500.0;2166.0;Rua General San Martin, 1394;-22.982342;-43.208845
Méier;3;0;0;70;1200.0;250.0;135.0;Avenida Real Grandeza, 730;-22.904826;-43.275881
Freguesia (Jacarepaguá);3;2;1;158;2500.0;1600.0;262.0;Rua das Flores, 141;-22.934369;-43.346278
Copacabana;3;1;1;90;2800.0;1200.0;150.0;Rua Uruguai, 15;-22.971413;-43.185592
Barra da Tijuca;2;2;1;66;1700.0;1326.0;0.0;Rua das Acácias, 459;-23.006603;-43.363926
Leblon;2;0;0;59;1900.0;522.0;0.0;Rua Álvaro Ramos, 628;-22.977906;-43.219226
Recreio dos Bandeirantes;2;1;1;95;1650.0;630.0;142.0;Rua São Clemente, 1121;-23.022414;-43.463598
Copacabana;1;0;0;40;1500.0;510.0;54.0;Rua Mena Barreto, 942;-22.97561;-43.184218
Barra da Tijuca;3;0;1;235;12000.0;4589.0;15506.0;Rua das Camélias, 82;-23.000453;-43.370438
Flamengo;4;1;3;326;10000.0;2500.0;907.0;Rua Aristides Espínola, 797;-22.936495;-43.181749
Barra da Tijuca;3;1;2;66;1300.0;690.0;78.0;Rua Voluntários da Pátria, 1014;-23.002605;-43.366381
Copacabana;2;0;0;90;2400.0;880.0;112.0;Rua General San Martin, 800;-22.976449;-43.177806
Ipanema;4;1;2;260;15000.0;4600.0;1722.0;Rua Marquês de Abrantes, 1025;-22.979061;-43.20873
Bonsucesso;2;0;0;75;1000.0;475.0;0.0;Avenida dos Ipês, 1461;-22.870231;-43.246001
Flamengo;3;1;1;147;5000.0;1270.0;250.0;Rua Marquês de Abrantes, 818;-22.933483;-43.177666
Recreio dos Bandeirantes;2;1;1;80;1600.0;1180.0;150.0;Rua São Clemente, 694;-23.027112;-43.470334
Ipanema;4;1;4;200;20000.0;2400.0;650.0;Rua Conde de Bonfim, 1395;-22.987759;-43.215363
Jardim Guanabara;3;2;1;125;2680.0;500.0;345.0;Rua Álvaro Ramos, 375;-22.815724;-43.201922
Botafogo;1;1;0;66;2200.0;700.0;0.0;Rua Vinícius de Moraes, 678;-22.946348;-43.181768
Irajá;2;0;0;48;600.0;200.0;0.0;Rua das Acácias, 192;-22.833199;-43.332746
Barra da Tijuca;1;1;0;66;1800.0;1130.0;337.0;Rua Barata Ribeiro, 163;-23.009272;-43.36427
Barra da Tijuca;3;2;1;115;5000.0;1200.0;640.0;Rua das Palmeiras, 16;-23.004734;-43.365693
Barra da Tijuca;4;2;1;145;3500.0;2182.0;516.0;Avenida das Laranjeiras, 1374;-23.008184;-43.368169
Ipanema;3;1;2;165;8500.0;1920.0;340.0;Rua Visconde de Pirajá, 944;-22.984929;-43.21074
Recreio dos Bandeirantes;3;3;1;128;2800.0;914.0;236.0;Rua Ataulfo de Paiva, 851;-23.02799;-43.471108
Recreio dos Bandeirantes;3;1;1;90;1950.0;900.0;100.0;Rua das Camélias, 399;-23.028536;-43.468881
Flamengo;3;1;0;110;3000.0;669.0;190.0;Rua Barata Ribeiro, 310;-22.933271;-43.173963
Leblon;3;1;1;178;12000.0;1529.0;532.0;Rua Ataulfo de Paiva, 102;-22.988565;-43.220638
Freguesia (Jacarepaguá);2;1;1;68;1800.0;700.0;106.0;Rua Vinícius de Moraes, 1314;-22.942003;-43.339952
Barra da Tijuca;3;2;1;150;3400.0;2350.0;421.0;Rua Figueiredo Magalhães, 299;-23.003275;-43.365925
Botafogo;3;1;1;108;3500.0;1000.0;130.0;Rua Álvaro Ramos, 1329;-22.95009;-43.185679
Tijuca;3;1;0;107;2300.0;400.0;0.0;Rua das Camélias, 1306;-22.927278;-43.239403
Barra da Tijuca;2;1;2;82;2200.0;1200.0;0.0;Avenida Bartolomeu Mitre, 1314;-22.999497;-43.365115
Barra da Tijuca;4;3;3;250;13000.0;3400.0;1100.0;Rua Aristides Espínola, 1137;-23.000597;-43.360683
Tijuca;2;0;0;76;1800.0;700.0;24.0;Rua Vinícius de Moraes, 1099;-22.924772;-43.231364
Copacabana;2;0;0;90;3000.0;1000.0;400.0;Avenida Barão de Ipanema, 573;-22.965609;-43.184568
Flamengo;1;0;1;26;1100.0;381.0;29.0;Rua Visconde de Pirajá, 836;-22.936403;-43.180453
Engenho de Dentro;3;1;0;75;1000.0;650.0;0.0;Rua Ataulfo de Paiva, 678;-22.896714;-43.280899
Barra da Tijuca;4;3;2;230;9500.0;3982.0;467.0;Rua Aristides Espínola, 879;-23.000148;-43.362982
Méier;2;0;0;50;1000.0;322.0;16.0;Rua Mena Barreto, 147;-22.896903;-43.283003
Leblon;3;1;1;96;5500.0;1500.0;250.0;Rua Figueiredo Magalhães, 509;-22.983152;-43.22314
Copacabana;1;0;0;55;3000.0;720.0;80.0;Avenida Vinícius de Moraes, 448;-22.976953;-43.180613
Ipanema;3;1;2;250;10000.0;2000.0;850.0;Rua Aristides Espínola, 383;-22.987593;-43.212219
Vila Valqueire;2;1;1;62;1000.0;700.0;0.0;Rua das Flores, 600;-22.896336;-43.356242
Copacabana;2;0;1;120;3900.0;500.0;100.0;Rua Real Grandeza, 498;-22.97662;-43.177185
Flamengo;1;0;0;45;2000.0;528.0;24.0;Avenida Uruguai, 71;-22.937762;-43.17419
Leblon;3;1;1;150;5500.0;900.0;0.0;Rua General Polidoro, 1382;-22.988057;-43.228743
São Conrado;5;2;1;230;5499.0;2300.0;600.0;Rua General Polidoro, 1116;-23.000547;-43.263674
Copacabana;3;1;1;130;5800.0;730.0;280.0;Rua General Polidoro, 1165;-22.974139;-43.18627
Barra da Tijuca;3;2;2;83;2400.0;607.0;1400.0;Avenida Voluntários da Pátria, 422;-23.002159;-43.36301
Copacabana;3;0;1;140;5000.0;1850.0;180.0;Avenida Dias Ferreira, 877;-22.973024;-43.187692
Leblon;2;1;0;77;3900.0;1200.0;185.0;Rua Real Grandeza, 1125;-22.986223;-43.229667
Barra da Tijuca;3;1;3;83;3600.0;1100.0;140.0;Avenida Barata Ribeiro, 1132;-23.002506;-43.368555
Flamengo;2;0;0;100;3800.0;600.0;0.0;Avenida São Clemente, 1393;-22.930907;-43.173989
Copacabana;1;0;0;50;2000.0;951.0;57.0;Rua São Clemente, 1230;-22.969952;-43.1832
Recreio dos Bandeirantes;3;1;1;76;2200.0;780.0;120.0;Rua São João Batista, 1351;-23.022465;-43.471473
Ipanema;3;1;2;115;6000.0;710.0;0.0;Rua Silva Rabelo, 1178;-22.979186;-43.204178
Humaitá;3;2;2;200;9000.0;1200.0;380.0;Rua Bolívar, 1495;-22.951361;-43.197712
Cosme Velho;2;1;0;87;2500.0;797.0;0.0;Rua Figueiredo Magalhães, 1025;-22.947737;-43.195332
Recreio dos Bandeirantes;3;2;3;200;4000.0;1300.0;4500.0;Rua Vinícius de Moraes, 1245;-23.027132;-43.463741
Tijuca;1;1;0;55;1600.0;653.0;41.0;Rua Timóteo da Costa, 291;-22.929071;-43.23164
Grajaú;1;0;0;60;1650.0;150.0;25.0;Rua Marquês de Abrantes, 294;-22.933944;-43.247251
Tijuca;3;1;1;87;2300.0;559.0;100.0;Rua Santa Clara, 587;-22.926234;-43.228838
Recreio dos Bandeirantes;3;1;1;130;2800.0;7366.0;157.0;Rua Visconde de Pirajá, 623;-23.01846;-43.466835
Jacarepaguá;2;1;1;80;2000.0;1300.0;1080.0;Rua dos Ipês, 70;-22.959754;-43.366692
Copacabana;2;2;2;76;4500.0;2050.0;308.0;Rua General San Martin, 228;-22.968918;-43.185786
Freguesia (Jacarepaguá);2;1;1;70;1700.0;630.0;109.0;Rua Barão de Ipanema, 253;-22.938467;-43.340848
Ipanema;2;0;0;66;2600.0;830.0;195.0;Rua dos Ipês, 1164;-22.987082;-43.205783
Riachuelo;2;1;0;56;1600.0;394.0;16.0;Rua São Clemente, 708;-22.899726;-43.253435
Barra da Tijuca;4;2;1;115;2800.0;1890.0;250.0;Rua das Palmeiras, 536;-23.010125;-43.359481
Vila Valqueire;3;1;0;94;1450.0;300.0;0.0;Rua das Laranjeiras, 19;-22.895882;-43.358027
Tijuca;4;1;0;160;2000.0;1032.0;1056.0;Avenida São Clemente, 1227;-22.92051;-43.232248
Tomás Coelho;2;1;0;44;750.0;300.0;20.0;Rua das Laranjeiras, 669;-22.859066;-43.317488
Santa Teresa;1;0;0;45;740.0;180.0;25.0;Rua General Polidoro, 146;-22.920004;-43.187477
Barra da Tijuca;2;1;1;65;1500.0;1000.0;0.0;Avenida Real Grandeza, 241;-23.00054;-43.36855
Barra da Tijuca;1;1;0;69;2500.0;1400.0;300.0;Avenida das Laranjeiras, 1110;-23.00895;-43.361257
Botafogo;3;1;2;110;5000.0;1550.0;398.0;Avenida Silva Rabelo, 534;-22.946374;-43.189454
Ipanema;4;3;2;230;9000.0;3000.0;1100.0;Rua das Palmeiras, 865;-22.983351;-43.210253
Tijuca;1;0;0;60;1800.0;470.0;0.0;Avenida Visconde de Pirajá, 800;-22.92273;-43.237905
Barra da Tijuca;2;1;1;70;2200.0;780.0;0.0;Rua das Flores, 104;-23.008361;-43.363249
Lagoa;3;1;1;150;6000.0;950.0;390.0;Rua Real Grandeza, 1112;-22.973376;-43.208272
Barra da Tijuca;1;2;1;100;7000.0;1990.0;2300.0;Rua Santa Clara, 220;-23.009838;-43.361283
Leblon;2;1;1;80;3600.0;1250.0;235.0;Rua Ataulfo de Paiva, 103;-22.983579;-43.22934
Lagoa;2;1;1;100;3800.0;950.0;0.0;Rua das Palmeiras, 201;-22.970266;-43.207107
